# http://lingua.mtsu.edu/chinese-computing/phonology/hz2py.php
id	character	syllable	phonemes
4412	呓	yi	i
4413	呔	tai	thai
4414	呖	li	li
4415	呃	e	«
4416	呗	bei	p«i
4417	呙	guo	ku«
4418	吣	qin	tshin
4419	吲	yin	in
4420	咂	za	tsa
4421	咔	ka	kha
4422	呷	xia	sia
4423	呱	gua	kua
4424	呤	ling	li«N
4425	咚	dong	tuN
4426	咛	ning	ni«N
4427	咄	duo	tu«
4428	呶	nao	nau
4429	呦	you	i«u
4430	咝	si	s
4431	哐	kuang	khuaN
4432	咭	ji	tsi
4433	哂	shen	§«n
4434	咴	hui	xu«i
4435	哒	da	ta
4436	咧	lie	li«
4437	咦	yi	i
4438	哓	xiao	siau
4439	哔	bi	pi
4440	呲	zi	ts
4441	咣	guang	kuaN
4442	哕	hui	xu«i
4443	咻	xiu	si«u
4444	咿	yi	i
4445	哌	pai	phai
4446	哙	kuai	khuai
4447	哚	duo	tu«
4448	哜	ji	tsi
4449	咩	mie	mi«
4450	咪	mi	mi
4451	哝	nong	nuN
4452	哏	gen	k«n
4453	哞	mou	m«u
4454	唛	ma	ma
4455	哧	chi	ÿ§h
4456	唠	lao	lau
4457	哽	geng	k«N
4458	唔	wu	u
4459	哳	zha	ÿ§a
4460	唢	suo	su«
4461	唣	zao	tsau
4462	唏	xi	si
4463	唑	zuo	tsu«
4464	唧	ji	tsi
4465	唪	feng	f«N
4466	啧	ze	ts«
4467	喏	re	r«
4468	喵	miao	miau
4469	啉	lin	lin
4470	啭	zhuan	ÿ§uan
4471	啁	zhou	ÿ§«u
4472	啕	tao	thau
4473	唿	hu	xu
4474	啐	cui	tshu«i
4475	唼	sha	§a
4476	唷	yo
4477	啖	dan	tan
4478	啵	bo	p«
4479	啶	ding	ti«N
4480	啷	lang	laN
4481	唳	li	li
4482	唰	shua	§ua
4483	啜	chuo	ÿ§hu«
4484	喋	zha	ÿ§a
4485	嗒	ta	tha
4486	喃	nan	nan
4487	喱	li	li
4488	喹	kui	khu«i
4489	喈	jie	tsi«
4490	喁	yong	iuN
4491	喟	kui	khu«i
4492	啾	jiu	tsi«u
4493	嗖	sou	s«u
4494	喑	yin	in
4495	啻	chi	ÿ§h
4496	嗟	jue	tsy«
4497	喽	lou	l«u
4498	喾	ku	khu
4499	喔	wo	u«
4500	喙	hui	xu«i
4501	嗪	qin	tshin
4502	嗷	ao	au
4503	嗉	su	su
4504	嘟	du	tu
4505	嗑	ke	kh«
4506	嗫	nie	ni«
4507	嗬	he	x«
4508	嗔	chen	ÿ§h«n
4509	嗦	suo	su«
4510	嗝	ge	k«
4511	嗄	sha	§a
4512	嗯	eng	«N
4513	嗥	hao	xau
4514	嗲	dia	tia
4515	嗳	ai	ai
4516	嗌	yi	i
4517	嗍	suo	su«
4518	嗨	hei	x«i
4519	嗵	tong	thuN
4520	嗤	chi	ÿ§h
4521	辔	pei	ph«i
4522	嘞	lei	l«i
4523	嘈	cao	tshau
4524	嘌	piao	phiau
4525	嘁	qi	tshi
4526	嘤	ying	i«N
4527	嘣	beng	p«N
4528	嗾	sou	s«u
4529	嘀	di	ti
4530	嘧	mi	mi
4531	嘭	peng	ph«N
4532	噘	jue	tsy«
4533	嘹	liao	liau
4534	噗	pu	phu
4535	嘬	zuo	tsu«
4536	噍	jiao	tsiau
4537	噢	o
4538	噙	qin	tshin
4539	噜	lu	lu
4540	噌	cheng	ÿ§h«N
4541	噔	deng	t«N
4542	嚆	hao	xau
4543	噤	jin	tsin
4544	噱	xue	sy«
4545	噫	yi	i
4546	噻	sai	sai
4547	噼	pi	phi
4548	嚅	ru	ru
4549	嚓	cha	ÿ§ha
4550	嚯	huo	xu«
4551	囔	nang	naN
4552	囗	wei	u«i
4553	囝	nan	nan
4554	囡	nan	nan
4555	囵	lun	lu«n
4556	囫	hu	xu
4557	囹	ling	li«N
4558	囿	you	i«u
4559	圄	yu	y
4560	圊	qing	tshi«N
4561	圉	yu	y
4562	圜	yuan	yan
4563	帏	wei	u«i
4564	帙	zhi	ÿ§
4565	帔	pei	ph«i
4566	帑	tang	thaN
4567	帱	dao	tau
4568	帻	ze	ts«
4569	帼	guo	ku«
4570	帷	wei	u«i
4571	幄	wo	u«
4572	幔	man	man
4573	幛	zhang	ÿ§aN
4574	幞	fu	fu
4575	幡	fan	fan
4576	岌	ji	tsi
4577	屺	qi	tshi
4578	岍	qian	tshian
4579	岐	qi	tshi
4580	岖	qu	tshy
4581	岈	ya	ia
4582	岘	xian	sian
4583	岙	ao	au
4584	岑	cen	tsh«n
4585	岚	lan	lan
4586	岜	ba	pa
4587	岵	hu	xu
4588	岢	ke	kh«
4589	岽	dong	tuN
4590	岬	jia	tsia
4591	岫	xiu	si«u
4592	岱	dai	tai
4593	岣	gou	k«u
4594	峁	mao	mau
4595	岷	min	min
4596	峄	yi	i
4597	峒	tong	thuN
4598	峤	qiao	tshiau
4599	峋	xun	suin
4600	峥	zheng	ÿ§«N
4601	崂	lao	lau
4602	崃	lai	lai
4603	崧	song	suN
4604	崦	yan	ian
4605	崮	gu	ku
4606	崤	xiao	siau
4607	崞	guo	ku«
4608	崆	kong	khuN
4609	崛	jue	tsy«
4610	嵘	rong	ruN
4611	崾	yao	iau
4612	崴	wei	u«i
4613	崽	zai	tsai
4614	嵬	wei	u«i
4615	嵛	yu	y
4616	嵯	cuo	tshu«
4617	嵝	lou	l«u
4618	嵫	zi	ts
4619	嵋	mei	m«i
4620	嵊	sheng	§«N
4621	嵩	song	suN
4622	嵴	ji	tsi
4623	嶂	zhang	ÿ§aN
4624	嶙	lin	lin
4625	嶝	deng	t«N
4626	豳	bin	pin
4627	嶷	yi	i
4628	巅	dian	tian
4629	彳	chi	ÿ§h
4630	彷	pang	phaN
4631	徂	cu	tshu
4632	徇	xun	suin
4633	徉	yang	iaN
4634	徕	lai	lai
4635	徙	xi	si
4636	徜	chang	ÿ§haN
4637	徨	huang	xuaN
4638	徭	yao	iau
4639	徼	jiao	tsiau
4640	衢	qu	tshy
4641	犰	qiu	tshi«u
4642	犴	an	an
4643	犷	guang	kuaN
4644	犸	ma	ma
4645	狃	niu	ni«u
4646	狁	yun	uin
4647	狎	xia	sia
4648	狍	pao	phau
4649	狒	fei	f«i
4650	狨	rong	ruN
4651	狯	kuai	khuai
4652	狩	shou	§«u
4653	狲	sun	su«n
4654	狴	bi	pi
4655	狷	juan	tsyan
4656	猁	li	li
4657	狳	yu	y
4658	猃	xian	sian
4659	狺	yin	in
4660	狻	suan	suan
4661	猗	yi	i
4662	猓	guo	ku«
4663	猡	luo	lu«
4664	猊	ni	ni
4665	猞	she	§«
4666	猝	cu	tshu
4667	猕	mi	mi
4668	猢	hu	xu
4669	猹	cha	ÿ§ha
4670	猥	wei	u«i
4671	猬	wei	u«i
4672	猸	mei	m«i
4673	猱	nao	nau
4674	獐	zhang	ÿ§aN
4675	獍	jing	tsi«N
4676	獗	jue	tsy«
4677	獠	liao	liau
4678	獬	xie	si«
4679	獯	xun	suin
4680	獾	huan	xuan
4681	舛	chuan	ÿ§huan
4682	夥	huo	xu«
4683	飧	sun	su«n
4684	夤	yin	in
4685	饧	xing	si«N
4686	饨	tun	thu«n
4687	饩	xi	si
4688	饪	ren	r«n
4689	饫	yu	y
4690	饬	chi	ÿ§h
4691	饴	yi	i
4692	饷	xiang	siaN
4693	饽	bo	p«
4694	馄	hun	xu«n
4695	馇	cha	ÿ§ha
4696	馊	sou	s«u
4697	馍	mo	m«
4698	馐	xiu	si«u
4699	馑	jin	tsin
4700	馓	san	san
4701	馔	zhuan	ÿ§uan
4702	馕	nang	naN
4703	庀	pi	phi
4704	庑	wu	u
4705	庋	gui	ku«i
4706	庖	pao	phau
4707	庥	xiu	si«u
4708	庠	xiang	siaN
4709	庹	tuo	thu«
4710	庵	an	an
4711	庾	yu	y
4712	庳	bi	pi
4713	赓	geng	k«N
4714	廒	ao	au
4715	廑	qin	tshin
4716	廛	chan	ÿ§han
4717	廨	xie	si«
4718	廪	lin	lin
4719	膺	ying	i«N
4720	忉	dao	tau
4721	忖	cun	tshu«n
4722	忏	chan	ÿ§han
4723	怃	wu	u
4724	忮	zhi	ÿ§
4725	怄	ou	«u
4726	忡	chong	ÿ§huN
4727	忤	wu	u
4728	忾	kai	khai
4729	怅	chang	ÿ§haN
4730	怆	chuang	ÿ§huaN
4731	忪	zhong	ÿ§uN
4732	忭	bian	pian
4733	忸	niu	ni«u
4734	怙	hu	xu
4735	怵	chu	ÿ§hu
4736	怦	peng	ph«N
4737	怛	da	ta
4738	怏	yang	iaN
4739	怍	zuo	tsu«
4740	怩	ni	ni
4741	怫	fu	fu
4742	怊	chao	ÿ§hau
4743	怿	yi	i
4744	怡	yi	i
4745	恸	tong	thuN
4746	恹	yan	ian
4747	恻	ce	tsh«
4748	恺	kai	khai
4749	恂	xun	suin
4750	恪	ke	kh«
4751	恽	yun	uin
4752	悖	bei	p«i
4753	悚	song	suN
4754	悭	qian	tshian
4755	悝	li	li
4756	悃	kun	khu«n
4757	悒	yi	i
4758	悌	ti	thi
4759	悛	quan	tshyan
4760	惬	qie	tshi«
4761	悻	xing	si«N
4762	悱	fei	f«i
4763	惝	chang	ÿ§haN
4764	惘	wang	uaN
4765	惆	chou	ÿ§h«u
4766	惚	hu	xu
4767	悴	cui	tshu«i
4768	愠	yun	uin
4769	愦	kui	khu«i
4770	愕	e	«
4771	愣	leng	l«N
4772	惴	zhui	ÿ§u«i
4773	愀	qiao	tshiau
4774	愎	bi	pi
4775	愫	su	su
4776	慊	qie	tshi«
4777	慵	yong	iuN
4778	憬	jing	tsi«N
4779	憔	qiao	tshiau
4780	憧	chong	ÿ§huN
4781	憷	chu	ÿ§hu
4782	懔	lin	lin
4783	懵	meng	m«N
4784	忝	tian	thian
4785	隳	hui	xu«i
4786	闩	shuan	§uan
4787	闫	yan	ian
4788	闱	wei	u«i
4789	闳	hong	xuN
4790	闵	min	min
4791	闶	kang	khaN
4792	闼	ta	tha
4793	闾	lü
4794	阃	kun	khu«n
4795	阄	jiu	tsi«u
4796	阆	lang	laN
4797	阈	yu	y
4798	阊	chang	ÿ§haN
4799	阋	xi	si
4800	阌	wen	u«n
4801	阍	hun	xu«n
4802	阏	yan	ian
4803	阒	qu	tshy
4804	阕	que	tshy«
4805	阖	he	x«
4806	阗	tian	thian
4807	阙	que	tshy«
4808	阚	kan	khan
4809	爿	pan	phan
4810	戕	qiang	tshiaN
4811	汔	qi	tshi
4812	汜	si	s
4813	汊	cha	ÿ§ha
4814	沣	feng	f«N
4815	沅	yuan	yan
4816	沐	mu	mu
4817	沔	mian	mian
4818	沌	zhuan	ÿ§uan
4819	汨	mi	mi
4820	汩	gu	ku
4821	汴	bian	pian
4822	汶	wen	u«n
4823	沆	hang	xaN
4824	沩	wei	u«i
4825	泐	le	l«
4826	泔	gan	kan
4827	沭	shu	§u
4828	泷	shuang	§uaN
4829	泸	lu	lu
4830	泱	yang	iaN
4831	泗	si	s
4832	沲	duo	tu«
4833	泠	ling	li«N
4834	泖	mao	mau
4835	泺	po	ph«
4836	泫	xuan	syan
4837	泮	pan	phan
4838	沱	tuo	thu«
4839	泓	hong	xuN
4840	泯	min	min
4841	泾	jing	tsi«N
4842	洹	huan	xuan
4843	洧	wei	u«i
4844	洌	lie	li«
4845	浃	jia	tsia
4846	浈	zhen	ÿ§«n
4847	洇	yin	in
4848	洄	hui	xu«i
4849	洙	zhu	ÿ§u
4850	洎	ji	tsi
4851	洫	xu	sy
4852	浍	kuai	khuai
4853	洮	tao	thau
4854	洵	xun	suin
4855	洚	jiang	tsiaN
4856	浏	liu	li«u
4857	浒	xu	sy
4858	浔	xun	suin
4859	洳	ru	ru
4860	涑	su	su
4861	浯	wu	u
4862	涞	lai	lai
4863	涠	wei	u«i
4864	浞	zhuo	ÿ§u«
4865	涓	juan	tsyan
4866	涔	cen	tsh«n
4867	浜	bang	paN
4868	浠	xi	si
4869	浼	mei	m«i
4870	浣	huan	xuan
4871	渚	zhu	ÿ§u
4872	淇	qi	tshi
4873	淅	xi	si
4874	渎	du	tu
4875	涿	zhuo	ÿ§u«
4876	淠	pi	phi
4877	渑	sheng	§«N
4878	淦	gan	kan
4879	淝	fei	f«i
4880	淙	cong	tshuN
4881	渖	shen	§«n
4882	涫	guan	kuan
4883	渌	lu	lu
4884	涮	shuan	§uan
4885	渫	xie	si«
4886	湮	yin	in
4887	湎	mian	mian
4888	湫	qiu	tshi«u
4889	溲	sou	s«u
4890	湟	huang	xuaN
4891	溆	xu	sy
4892	湓	pen	ph«n
4893	湔	jian	tsian
4894	渲	xuan	syan
4895	渥	wo	u«
4896	湄	mei	m«i
4897	滟	yan	ian
4898	溱	zhen	ÿ§«n
4899	溘	ke	kh«
4900	滠	she	§«
4901	漭	mang	maN
4902	滢	ying	i«N
4903	溥	pu	phu
4904	溧	li	li
4905	溽	ru	ru
4906	溻	ta	tha
4907	溷	hun	xu«n
4908	滗	bi	pi
4909	溴	xiu	si«u
4910	滏	fu	fu
4911	溏	tang	thaN
4912	滂	pang	phaN
4913	溟	ming	mi«N
4914	潢	huang	xuaN
4915	潆	ying	i«N
4916	潇	xiao	siau
4917	漤	lan	lan
4918	漕	cao	tshau
4919	滹	hu	xu
4920	漯	ta	tha
4921	漶	huan	xuan
4922	潋	lian	lian
4923	潴	zhu	ÿ§u
4924	漪	yi	i
4925	漉	lu	lu
4926	漩	xuan	syan
4927	澉	gan	kan
4928	澍	shu	§u
4929	澌	si	s
4930	潸	shan	§an
4931	潲	shao	§au
4932	潼	tong	thuN
4933	潺	chan	ÿ§han
4934	濑	lai	lai
4935	濉	sui	su«i
4936	澧	li	li
4937	澹	tan	than
4938	澶	chan	ÿ§han
4939	濂	lian	lian
4940	濡	ru	ru
4941	濮	pu	phu
4942	濞	bi	pi
4943	濠	hao	xau
4944	濯	zhuo	ÿ§u«
4945	瀚	han	xan
4946	瀣	xie	si«
4947	瀛	ying	i«N
4948	瀹	yue	y«
4949	瀵	fen	f«n
4950	灏	hao	xau
4951	灞	ba	pa
4952	宄	gui	ku«i
4953	宕	dang	taN
4954	宓	mi	mi
4955	宥	you	i«u
4956	宸	chen	ÿ§h«n
4957	甯	ning	ni«N
4958	骞	qian	tshian
4959	搴	qian	tshian
4960	寤	wu	u
4961	寮	liao	liau
4962	褰	qian	tshian
4963	寰	huan	xuan
4964	蹇	jian	tsian
4965	謇	jian	tsian
4966	迓	ya	ia
4967	迕	wu	u
4968	迥	jiong	tsiuN
4969	迮	ze	ts«
4970	迤	yi	i
4971	迩	er	«r
4972	迦	jia	tsia
4973	迳	jing	tsi«N
4974	迨	dai	tai
4975	逅	hou	x«u
4976	逄	pang	phaN
4977	逋	bu	pu
4978	逦	li	li
4979	逑	qiu	tshi«u
4980	逍	xiao	siau
4981	逖	ti	thi
4982	逡	qun	tshuin
4983	逵	kui	khu«i
4984	逶	wei	u«i
4985	逭	huan	xuan
4986	逯	lu	lu
4987	遄	chuan	ÿ§huan
4988	遑	huang	xuaN
4989	遒	qiu	tshi«u
4990	遐	xia	sia
4991	遨	ao	au
4992	遘	gou	k«u
4993	遢	ta	tha
4994	遛	liu	li«u
4995	暹	xian	sian
4996	遴	lin	lin
4997	遽	ju	tsy
4998	邂	xie	si«
4999	邈	miao	miau
5000	邃	sui	su«i
5001	邋	la	la
5002	彗	hui	xu«i
5003	彖	tuan	thuan
5004	彘	zhi	ÿ§
5005	尻	kao	khau
5006	咫	zhi	ÿ§
5007	屐	ji	tsi
5008	屙	e	«
5009	孱	chan	ÿ§han
5010	屣	xi	si
5011	屦	ju	tsy
5012	羼	chan	ÿ§han
5013	弪	jing	tsi«N
5014	弩	nu	nu
5015	弭	mi	mi
5016	艴	fu	fu
5017	弼	bi	pi
5018	鬻	yu	y
5019	妁	shuo	§u«
5020	妃	fei	f«i
5021	妍	yan	ian
5022	妩	wu	u
5023	妪	yu	y
5024	妣	bi	pi
5025	妗	jin	tsin
5026	姊	zi	ts
5027	妫	gui	ku«i
5028	妞	niu	ni«u
5029	妤	yu	y
5030	姒	si	s
5031	妲	da	ta
5032	妯	zhou	ÿ§«u
5033	姗	shan	§an
5034	妾	qie	tshi«
5035	娅	ya	ia
5036	娆	rao	rau
5037	姝	shu	§u
5038	娈	luan	luan
5039	姣	jiao	tsiau
5040	姘	pin	phin
5041	娌	li	li
5042	娉	ping	phi«N
5043	娲	wa	ua
5044	娴	xian	sian
5045	娑	suo	su«
5046	娣	di	ti
5047	娓	wei	u«i
5048	婀	e	«
5049	婧	jing	tsi«N
5050	婊	biao	piau
5051	婕	jie	tsi«
5052	娼	chang	ÿ§haN
5053	婢	bi	pi
5054	婵	chan	ÿ§han
5055	胬	nu	nu
5056	媪	ao	au
5057	媛	yuan	yan
5058	婷	ting	thi«N
5059	婺	wu	u
5060	媾	gou	k«u
5061	嫫	mo	m«
5062	媲	pi	phi
5063	嫒	ai	ai
5064	嫔	pin	phin
5065	媸	chi	ÿ§h
5066	嫠	li	li
5067	嫣	yan	ian
5068	嫱	qiang	tshiaN
5069	嫖	piao	phiau
5070	嫦	chang	ÿ§haN
5071	嫘	lei	l«i
5072	嫜	zhang	ÿ§aN
5073	嬉	xi	si
5074	嬗	shan	§an
5075	嬖	bi	pi
5076	嬲	niao	niau
5077	嬷	ma	ma
5078	孀	shuang	§uaN
5079	尕	ga	ka
5080	尜	ga	ka
5081	孚	fu	fu
5082	孥	nu	nu
5083	孳	zi	ts
5084	孑	jie	tsi«
5085	孓	jue	tsy«
5086	孢	bao	pau
5087	驵	zang	tsaN
5088	驷	si	s
5089	驸	fu	fu
5090	驺	zou	ts«u
5091	驿	yi	i
5092	驽	nu	nu
5093	骀	tai	thai
5094	骁	xiao	siau
5095	骅	hua	xua
5096	骈	pian	phian
5097	骊	li	li
5098	骐	qi	tshi
5099	骒	ke	kh«
5100	骓	zhui	ÿ§u«i
5101	骖	can	tshan
5102	骘	zhi	ÿ§
5103	骛	wu	u
5104	骜	ao	au
5105	骝	liu	li«u
5106	骟	shan	§an
5107	骠	piao	phiau
5108	骢	cong	tshuN
5109	骣	chan	ÿ§han
5110	骥	ji	tsi
5111	骧	xiang	siaN
5112	纡	yu	y
5113	纣	zhou	ÿ§«u
5114	纥	he	x«
5115	纨	wan	uan
5116	纩	kuang	khuaN
5117	纭	yun	uin
5118	纰	pi	phi
5119	纾	shu	§u
5120	绀	gan	kan
5121	绁	xie	si«
5122	绂	fu	fu
5123	绉	zhou	ÿ§«u
5124	绋	fu	fu
5125	绌	chu	ÿ§hu
5126	绐	dai	tai
5127	绔	ku	khu
5128	绗	hang	xaN
5129	绛	jiang	tsiaN
5130	绠	geng	k«N
5131	绡	xiao	siau
5132	绨	ti	thi
5133	绫	ling	li«N
5134	绮	qi	tshi
5135	绯	fei	f«i
5136	绱	shang	§aN
5137	绲	gun	ku«n
5138	缍	duo	tu«
5139	绶	shou	§«u
5140	绺	liu	li«u
5141	绻	quan	tshyan
5142	绾	wan	uan
5143	缁	zi	ts
5144	缂	ke	kh«
5145	缃	xiang	siaN
5146	缇	ti	thi
5147	缈	miao	miau
5148	缋	hui	xu«i
5149	缌	si	s
5150	缏	pian	phian
5151	缑	gou	k«u
5152	缒	zhui	ÿ§u«i
5153	缗	min	min
5154	缙	jin	tsin
5155	缜	zhen	ÿ§«n
5156	缛	ru	ru
5157	缟	gao	kau
5158	缡	li	li
5159	缢	yi	i
5160	缣	jian	tsian
5161	缤	bin	pin
5162	缥	piao	phiau
5163	缦	man	man
5164	缧	lei	l«i
5165	缪	mou	m«u
5166	缫	sao	sau
5167	缬	xie	si«
5168	缭	liao	liau
5169	缯	zeng	ts«N
5170	缰	jiang	tsiaN
5171	缱	qian	tshian
5172	缲	zao	tsau
5173	缳	huan	xuan
5174	缵	zuan	tsuan
5175	幺	yao	iau
5176	畿	ji	tsi
5177	巛	chuan	ÿ§huan
5178	甾	zai	tsai
5179	邕	yong	iuN
5180	玎	ding	ti«N
5181	玑	ji	tsi
5182	玮	wei	u«i
5183	玢	fen	f«n
5184	玟	min	min
5185	珏	jue	tsy«
5186	珂	ke	kh«
5187	珑	long	luN
5188	玷	dian	tian
5189	玳	dai	tai
5190	珀	po	ph«
5191	珉	min	min
5192	珈	jia	tsia
5193	珥	er	«r
5194	珙	gong	kuN
5195	顼	xu	sy
5196	琊	ya	ia
5197	珩	heng	x«N
5198	珧	yao	iau
5199	珞	luo	lu«
5200	玺	xi	si
5201	珲	hun	xu«n
5202	琏	lian	lian
5203	琪	qi	tshi
5204	瑛	ying	i«N
5205	琦	qi	tshi
5206	琥	hu	xu
5207	琨	kun	khu«n
5208	琰	yan	ian
5209	琮	cong	tshuN
5210	琬	wan	uan
5211	琛	chen	ÿ§h«n
5212	琚	ju	tsy
5213	瑁	mao	mau
5214	瑜	yu	y
5215	瑗	yuan	yan
5216	瑕	xia	sia
5217	瑙	nao	nau
5218	瑷	ai	ai
5219	瑭	tang	thaN
5220	瑾	jin	tsin
5221	璜	huang	xuaN
5222	璎	ying	i«N
5223	璀	cui	tshu«i
5224	璁	cong	tshuN
5225	璇	xuan	syan
5226	璋	zhang	ÿ§aN
5227	璞	pu	phu
5228	璨	can	tshan
5229	璩	qu	tshy
5230	璐	lu	lu
5231	璧	bi	pi
5232	瓒	zan	tsan
5233	璺	wen	u«n
5234	韪	wei	u«i
5235	韫	yun	uin
5236	韬	tao	thau
5237	杌	wu	u
5238	杓	shao	§au
5239	杞	qi	tshi
5240	杈	cha	ÿ§ha
5241	杩	ma	ma
5242	枥	li	li
5243	枇	pi	phi
5244	杪	miao	miau
5245	杳	yao	iau
5246	枘	rui	ru«i
5247	枧	jian	tsian
5248	杵	chu	ÿ§hu
5249	枨	cheng	ÿ§h«N
5250	枞	zong	tsuN
5251	枭	xiao	siau
5252	枋	fang	faN
5253	杷	pa	pha
5254	杼	zhu	ÿ§u
5255	柰	nai	nai
5256	栉	zhi	ÿ§
5257	柘	zhe	ÿ§«
5258	栊	long	luN
5259	柩	jiu	tsi«u
5260	枰	ping	phi«N
5261	栌	lu	lu
5262	柙	xia	sia
5263	枵	xiao	siau
5264	柚	you	i«u
5265	枳	zhi	ÿ§
5266	柝	tuo	thu«
5267	栀	zhi	ÿ§
5268	柃	ling	li«N
5269	枸	ju	tsy
5270	柢	di	ti
5271	栎	yue	y«
5272	柁	tuo	thu«
5273	柽	cheng	ÿ§h«N
5274	栲	kao	khau
5275	栳	lao	lau
5276	桠	ya	ia
5277	桡	rao	rau
5278	桎	zhi	ÿ§
5279	桢	zhen	ÿ§«n
5280	桄	guang	kuaN
5281	桤	qi	tshi
5282	梃	ting	thi«N
5283	栝	kuo	khu«
5284	桕	jiu	tsi«u
5285	桦	hua	xua
5286	桁	heng	x«N
5287	桧	hui	xu«i
5288	桀	jie	tsi«
5289	栾	luan	luan
5290	桊	juan	tsyan
5291	桉	an	an
5292	栩	xu	sy
5293	梵	fan	fan
5294	梏	gu	ku
5295	桴	fu	fu
5296	桷	jue	tsy«
5297	梓	zi	ts
5298	桫	suo	su«
5299	棂	ling	li«N
5300	楮	chu	ÿ§hu
5301	棼	fen	f«n
5302	椟	du	tu
5303	椠	qian	tshian
5304	棹	zhao	ÿ§au
5305	椤	luo	lu«
5306	棰	chui	ÿ§hu«i
5307	椋	liang	liaN
5308	椁	guo	ku«
5309	楗	jian	tsian
5310	棣	di	ti
5311	椐	ju	tsy
5312	楱	cou	tsh«u
5313	椹	zhen	ÿ§«n
5314	楠	nan	nan
5315	楂	zha	ÿ§a
5316	楝	lian	lian
5317	榄	lan	lan
5318	楫	ji	tsi
5319	榀	pin	phin
5320	榘	ju	tsy
5321	楸	qiu	tshi«u
5322	椴	duan	tuan
5323	槌	chui	ÿ§hu«i
5324	榇	chen	ÿ§h«n
5325	榈	lü
5326	槎	cha	ÿ§ha
5327	榉	ju	tsy
5328	楦	xuan	syan
5329	楣	mei	m«i
5330	楹	ying	i«N
5331	榛	zhen	ÿ§«n
5332	榧	fei	f«i
5333	榻	ta	tha
5334	榫	sun	su«n
5335	榭	xie	si«
5336	槔	gao	kau
5337	榱	cui	tshu«i
5338	槁	gao	kau
5339	槊	shuo	§u«
5340	槟	bing	pi«N
5341	榕	rong	ruN
5342	槠	zhu	ÿ§u
5343	榍	xie	si«
5344	槿	jin	tsin
5345	樯	qiang	tshiaN
5346	槭	qi	tshi
5347	樗	chu	ÿ§hu
5348	樘	tang	thaN
5349	橥	zhu	ÿ§u
5350	槲	hu	xu
5351	橄	gan	kan
5352	樾	yue	y«
5353	檠	qing	tshi«N
5354	橐	tuo	thu«
5355	橛	jue	tsy«
5356	樵	qiao	tshiau
5357	檎	qin	tshin
5358	橹	lu	lu
5359	樽	zun	tsu«n
5360	樨	xi	si
5361	橘	ju	tsy
5362	橼	yuan	yan
5363	檑	lei	l«i
5364	檐	yan	ian
5365	檩	lin	lin
5366	檗	bo	p«
5367	檫	cha	ÿ§ha
5368	猷	you	i«u
5369	獒	ao	au
5370	殁	mo	m«
5371	殂	cu	tshu
5372	殇	shang	§aN
5373	殄	tian	thian
5374	殒	yun	uin
5375	殓	lian	lian
5376	殍	piao	phiau
5377	殚	dan	tan
5378	殛	ji	tsi
5379	殡	bin	pin
5380	殪	yi	i
5381	轫	ren	r«n
5382	轭	e	«
5383	轱	gu	ku
5384	轲	ke	kh«
5385	轳	lu	lu
5386	轵	zhi	ÿ§
5387	轶	yi	i
5388	轸	zhen	ÿ§«n
5389	轷	hu	xu
5390	轹	li	li
5391	轺	yao	iau
5392	轼	shi	§
5393	轾	zhi	ÿ§
5394	辁	quan	tshyan
5395	辂	lu	lu
5396	辄	zhe	ÿ§«
5397	辇	nian	nian
5398	辋	wang	uaN
5399	辍	chuo	ÿ§hu«
5400	辎	zi	ts
5401	辏	cou	tsh«u
5402	辘	lu	lu
5403	辚	lin	lin
5404	軎	wei	u«i
5405	戋	jian	tsian
5406	戗	qiang	tshiaN
5407	戛	jia	tsia
5408	戟	ji	tsi
5409	戢	ji	tsi
5410	戡	kan	khan
5411	戥	deng	t«N
5412	戤	gai	kai
5413	戬	jian	tsian
5414	臧	zang	tsaN
5415	瓯	ou	«u
5416	瓴	ling	li«N
5417	瓿	bu	pu
5418	甏	beng	p«N
5419	甑	zeng	ts«N
5420	甓	pi	phi
5421	攴	po	ph«
5422	旮	ga	ka
5423	旯	la	la
5424	旰	gan	kan
5425	昊	hao	xau
5426	昙	tan	than
5427	杲	gao	kau
5428	昃	ze	ts«
5429	昕	xin	sin
5430	昀	yun	uin
5431	炅	jiong	tsiuN
5432	曷	he	x«
5433	昝	zan	tsan
5434	昴	mao	mau
5435	昱	yu	y
5436	昶	chang	ÿ§haN
5437	昵	ni	ni
5438	耆	qi	tshi
5439	晟	sheng	§«N
5440	晔	ye	i«
5441	晁	chao	ÿ§hau
5442	晏	yan	ian
5443	晖	hui	xu«i
5444	晡	bu	pu
5445	晗	han	xan
5446	晷	gui	ku«i
5447	暄	xuan	syan
5448	暌	kui	khu«i
5449	暧	ai	ai
5450	暝	ming	mi«N
5451	暾	tun	thu«n
5452	曛	xun	suin
5453	曜	yao	iau
5454	曦	xi	si
5455	曩	nang	naN
5456	贲	bi	pi
5457	贳	shi	§
5458	贶	kuang	khuaN
5459	贻	yi	i
5460	贽	zhi	ÿ§
5461	赀	zi	ts
5462	赅	gai	kai
5463	赆	jin	tsin
5464	赈	zhen	ÿ§«n
5465	赉	lai	lai
5466	赇	qiu	tshi«u
5467	赍	ji	tsi
5468	赕	dan	tan
5469	赙	fu	fu
5470	觇	chan	ÿ§han
5471	觊	ji	tsi
5472	觋	xi	si
5473	觌	di	ti
5474	觎	yu	y
5475	觏	gou	k«u
5476	觐	jin	tsin
5477	觑	qu	tshy
